"title","url","stars","name","reviewUrl","text"
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","5","JIE LONG CHANG","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25acUxUWlFORGd5TTBwalNHcEJYM2d4V25nMlkxRRAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOnZqLTZQNDgyM0pjSGpBX3gxWng2Y1E%7C0cd8BGge9yk%7C?hl=en",
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","3","vijai","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pKeE0yMU9VWEJKYUVsSWMwbzBURkIxTUc5S1MwRRAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOjJxM21OUXBJaElIc0o0TFB1MG9KS0E%7C0cd7urnYBbf%7C?hl=en",
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","3","Zen Hoo","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25OTVIwSXlOMUZ4WHpsa1ExWTBYeTF2VFU5NU5HYxAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOnNMR0IyN1FxXzlkQ1Y0Xy1vTU95NGc%7C0cd6A_n-zBX%7C?hl=en","价钱一般 味道OK 没有特别好也没有特别差"
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","4","Ypl Yeongpuilam","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2taS1prNTZWazVYZEdkYVZ6WnRSSGt5VlV0TFpIYxAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOkZKZk56Vk5XdGdaVzZtRHkyVUtLZHc%7C0cczKnUFjJ_%7C?hl=en",
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","5","Elyse J","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25GUk5FSnZXbnB5ZUc4M2FsRTNPVzVXTUhFd1IzYxAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOnFRNEJvWnpyeG83alE3OW5WMHEwR3c%7C0cchESK0YJs%7C?hl=en","Nice food! So crowded, the seafood very fresh except the clam a lot of sand."
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","5","Tin Naing Htut","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pRNVIwNWlaemx5VEVsNFkxQktiekpoV2pSUldYYxAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOjQ5R05iZzlyTEl4Y1BKbzJhWjRRWXc%7C0ccU-djXOGP%7C?hl=en",
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","5","Thomas Tan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tGYVJGWlFNMVpQYkc5MlEzRktYMVZKVDNSVFIwRRAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOkFaRFZQM1ZPbG92Q3FKX1VJT3RTR0E%7C0cbxXetmlRW%7C?hl=en",
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","5","Md Zaim Rasid","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xnNGVYbGhUelU0ZGpWQlNsOVFUMU53U2pkTlJYYxAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOlg4eXlhTzU4djVBSl9QT1NwSjdNRXc%7C0cbkgeMOCSv%7C?hl=en",
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","5","James Woon","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25sMVpGSmhXVGxMWjJ3MGEwbGhVREJSYzNoUk1YYxAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOnl1ZFJhWTlLZ2w0a0lhUDBRc3hRMXc%7C0cbhw_vTRSn%7C?hl=en",
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","5","Chew Ze You Kyler (Konghwasch)","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21OS1JFeHplRFJ6ZWpnNExUTlhNbkZRVEY5S1dHYxAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOmNKRExzeDRzejg4LTNXMnFQTF9KWGc%7C0cb3FNCXRUP%7C?hl=en",
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","5","RAIN RISK CONSULTANCY","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xOQ2RFcFpXRlZHU0hacWNHcEliV0U1UlVSTmRGRRAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOlNCdEpZWFVGSHZqcGpIbWE5RURNdFE%7C0cafgHTJ8M2%7C?hl=en","Splendid"
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","1","Ady Ernanda","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25SdVNFbFJiV0pTYUdoR1lYQldZeTF5WTJkb1VFRRAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOnRuSElRbWJSaGhGYXBWYy1yY2doUEE%7C0caaEmEYyGx%7C?hl=en","Tidak ❌"
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","5","meenakannan meenakannan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25wNVZqbGFkRTVIT1U1aVRXcGpibVE1ZERCMk1VRRAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOnp5VjladE5HOU5iTWpjbmQ5dDB2MUE%7C0ca8-Virgr4%7C?hl=en",
"Restoran Todak (Orang Asli)","https://www.google.com/maps/search/?api=1&query=Restoran%20Todak%20(Orang%20Asli)&query_place_id=ChIJFXvYlUpr2jERvWKL8bKgcvQ","5","이 기연","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2w5aFpXcHZlVTVNUTJ4NVIwOUlTRVEyTkVONGIyYxAB!2m1!1s0x0:0xf472a0b2f18b62bd!3m1!1s2@1:CAIQACodChtycF9oOl9hZWpveU5MQ2x5R09ISEQ2NEN4b2c%7C0c_nFRjeAXi%7C?hl=en",
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","js_hern","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tST2JtbHhlSHBNTkZsR1dHMXBNV056WkZOVFduYxAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOkRObmlxeHpMNFlGWG1pMWNzZFNTWnc%7C0cc6zhTIiVk%7C?hl=en",
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","effie soon","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21SV1ZtSmpMV1ZUUTB0a2RIZFNRelpqUXpGRFMxRRAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOmRWVmJjLWVTQ0tkdHdSQzZjQzFDS1E%7C0cc6sH_dvmU%7C?hl=en","Great place to eat with friends"
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","4","lilian chan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21sRWRtbDVWekJZWHpCeFJtRmtXRUl4Wm1NMFdFRRAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOmlEdml5VzBYXzBxRmFkWEIxZmM0WEE%7C0cc6HNkCYNg%7C?hl=en","We loved the seafood carbonara pasta!"
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","Mond Yue","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pGM05UQjZkWE5PVDFwV1VXaENMVU5PYW14TmVFRRAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOjF3NTB6dXNOT1pWUWhCLUNOamxNeEE%7C0cc5pigwuCt%7C?hl=en",
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","4","Hendrick","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25CWmJGTTJNbVkzWVU5dVV6a3RWWGhrWTJkalZuYxAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOnBZbFM2MmY3YU9uUzktVXhkY2djVnc%7C0cbnduiARda%7C?hl=en","chill space to unwind after a long week.

tom yam pasta is a crowd’s fav (not in frame)

strongly recommend!"
"49 SEATS","https://www.google.com/maps/search/?api=1&query=49%20SEATS&query_place_id=ChIJTTTzx5YZ2jERoLoGXnHLJeU","5","Retsuen Alexander Okada (Peircess)","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25kTVRITmlkbWszZEVaSllrdDFhUzAwZWtGVlNtYxAB!2m1!1s0x0:0xe525cb715e06baa0!3m1!1s2@1:CAIQACodChtycF9oOndMTHNidmk3dEZJYkt1aS00ekFVSmc%7C0cbkaOtp_zH%7C?hl=en",
